"","REF_DATE","GEO","Violations","Statistics","VALUE","UOM"
"19588",2012,"Ontario","Total other violations causing death","Actual incidents",25,"Number"
"19589",2012,"Ontario","Total other violations causing death","Rate per 100,000 population",0.19,"Rate"
"19590",2012,"Ontario","Total other violations causing death","Percentage contribution to the Crime Severity Index (CSI)",0.04,"Percent"
"19591",2012,"Ontario","Total sexual violations against children","Actual incidents",923,"Number"
"19592",2012,"Ontario","Total sexual violations against children","Rate per 100,000 population",6.89,"Rate"
"19593",2012,"Ontario","Total sexual violations against children","Percentage contribution to the Crime Severity Index (CSI)",0.68,"Percent"
"19594",2012,"Ontario","Total assaults against a peace officer","Actual incidents",2802,"Number"
"19595",2012,"Ontario","Total assaults against a peace officer","Rate per 100,000 population",20.93,"Rate"
"19596",2012,"Ontario","Total assaults against a peace officer","Percentage contribution to the Crime Severity Index (CSI)",0.28,"Percent"
"19597",2012,"Ontario","Total other assaults","Actual incidents",1855,"Number"
"19598",2012,"Ontario","Total other assaults","Rate per 100,000 population",13.85,"Rate"
"19599",2012,"Ontario","Total other assaults","Percentage contribution to the Crime Severity Index (CSI)",0.27,"Percent"
"19600",2012,"Ontario","Total firearms, use of, discharge, pointing","Actual incidents",498,"Number"
"19601",2012,"Ontario","Total firearms, use of, discharge, pointing","Rate per 100,000 population",3.72,"Rate"
"19602",2012,"Ontario","Total firearms, use of, discharge, pointing","Percentage contribution to the Crime Severity Index (CSI)",0.48,"Percent"
"19603",2012,"Ontario","Total robbery","Actual incidents",10725,"Number"
"19604",2012,"Ontario","Total robbery","Rate per 100,000 population",80.09,"Rate"
"19605",2012,"Ontario","Total robbery","Percentage contribution to the Crime Severity Index (CSI)",11.92,"Percent"
"19606",2012,"Ontario","Total forcible confinement or kidnapping","Actual incidents",1118,"Number"
"19607",2012,"Ontario","Total forcible confinement or kidnapping","Rate per 100,000 population",8.35,"Rate"
"19608",2012,"Ontario","Total forcible confinement or kidnapping","Percentage contribution to the Crime Severity Index (CSI)",0.99,"Percent"
"19609",2012,"Ontario","Total abduction","Actual incidents",97,"Number"
"19610",2012,"Ontario","Total abduction","Rate per 100,000 population",0.72,"Rate"
"19611",2012,"Ontario","Total abduction","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"19612",2012,"Ontario","Total offences in relation to sexual services","Actual incidents",NA,"Number"
"19613",2012,"Ontario","Total offences in relation to sexual services","Rate per 100,000 population",NA,"Rate"
"19614",2012,"Ontario","Total offences in relation to sexual services","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"19615",2012,"Ontario","Total other violent violations","Actual incidents",1501,"Number"
"19616",2012,"Ontario","Total other violent violations","Rate per 100,000 population",11.21,"Rate"
"19617",2012,"Ontario","Total other violent violations","Percentage contribution to the Crime Severity Index (CSI)",0.57,"Percent"
"19618",2012,"Ontario","Total property crime violations","Actual incidents",354549,"Number"
"19619",2012,"Ontario","Total property crime violations","Rate per 100,000 population",2647.74,"Rate"
"19620",2012,"Ontario","Total property crime violations","Percentage contribution to the Crime Severity Index (CSI)",54.96,"Percent"
"19621",2012,"Ontario","Total breaking and entering","Actual incidents",48945,"Number"
"19622",2012,"Ontario","Total breaking and entering","Rate per 100,000 population",365.52,"Rate"
"19623",2012,"Ontario","Total breaking and entering","Percentage contribution to the Crime Severity Index (CSI)",22.56,"Percent"
"19624",2012,"Ontario","Total possession of stolen property","Actual incidents",5519,"Number"
"19625",2012,"Ontario","Total possession of stolen property","Rate per 100,000 population",41.22,"Rate"
"19626",2012,"Ontario","Total possession of stolen property","Percentage contribution to the Crime Severity Index (CSI)",0.99,"Percent"
"19627",2012,"Ontario","Total trafficking in stolen property","Actual incidents",82,"Number"
"19628",2012,"Ontario","Total trafficking in stolen property","Rate per 100,000 population",0.61,"Rate"
"19629",2012,"Ontario","Total trafficking in stolen property","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"19630",2012,"Ontario","Total theft of motor vehicle","Actual incidents",19073,"Number"
"19631",2012,"Ontario","Total theft of motor vehicle","Rate per 100,000 population",142.44,"Rate"
"19632",2012,"Ontario","Total theft of motor vehicle","Percentage contribution to the Crime Severity Index (CSI)",2.95,"Percent"
"19633",2012,"Ontario","Total theft over $5,000 (non-motor vehicle)","Actual incidents",4574,"Number"
"19634",2012,"Ontario","Total theft over $5,000 (non-motor vehicle)","Rate per 100,000 population",34.16,"Rate"
"19635",2012,"Ontario","Total theft over $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",1.39,"Percent"
"19636",2012,"Ontario","Total theft under $5,000 (non-motor vehicle)","Actual incidents",172610,"Number"
"19637",2012,"Ontario","Total theft under $5,000 (non-motor vehicle)","Rate per 100,000 population",1289.04,"Rate"
"19638",2012,"Ontario","Total theft under $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",13.72,"Percent"
"19639",2012,"Ontario","Total mischief","Actual incidents",67575,"Number"
"19640",2012,"Ontario","Total mischief","Rate per 100,000 population",504.64,"Rate"
"19641",2012,"Ontario","Total mischief","Percentage contribution to the Crime Severity Index (CSI)",4.05,"Percent"
"19642",2012,"Ontario","Total other Criminal Code violations","Actual incidents",66999,"Number"
"19643",2012,"Ontario","Total other Criminal Code violations","Rate per 100,000 population",500.34,"Rate"
"19644",2012,"Ontario","Total other Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",5.97,"Percent"
"19645",2012,"Ontario","Total weapons violations","Actual incidents",3956,"Number"
"19646",2012,"Ontario","Total weapons violations","Rate per 100,000 population",29.54,"Rate"
"19647",2012,"Ontario","Total weapons violations","Percentage contribution to the Crime Severity Index (CSI)",1.08,"Percent"
"19648",2012,"Ontario","Total prostitution","Actual incidents",512,"Number"
"19649",2012,"Ontario","Total prostitution","Rate per 100,000 population",3.82,"Rate"
"19650",2012,"Ontario","Total prostitution","Percentage contribution to the Crime Severity Index (CSI)",0.07,"Percent"
"19651",2012,"Ontario","Total administration of justice violations","Actual incidents",46962,"Number"
"19652",2012,"Ontario","Total administration of justice violations","Rate per 100,000 population",350.71,"Rate"
"19653",2012,"Ontario","Total administration of justice violations","Percentage contribution to the Crime Severity Index (CSI)",2.73,"Percent"
"19654",2012,"Ontario","Total other violations","Actual incidents",7656,"Number"
"19655",2012,"Ontario","Total other violations","Rate per 100,000 population",57.17,"Rate"
"19656",2012,"Ontario","Total other violations","Percentage contribution to the Crime Severity Index (CSI)",1.3,"Percent"
"19657",2012,"Ontario","Total Criminal Code traffic violations","Actual incidents",32227,"Number"
"19658",2012,"Ontario","Total Criminal Code traffic violations","Rate per 100,000 population",240.67,"Rate"
"19659",2012,"Ontario","Total Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",2.58,"Percent"
"19660",2012,"Ontario","Total impaired driving","Actual incidents",17195,"Number"
"19661",2012,"Ontario","Total impaired driving","Rate per 100,000 population",128.41,"Rate"
"19662",2012,"Ontario","Total impaired driving","Percentage contribution to the Crime Severity Index (CSI)",0.55,"Percent"
"19663",2012,"Ontario","Total other Criminal Code traffic violations","Actual incidents",15032,"Number"
"19664",2012,"Ontario","Total other Criminal Code traffic violations","Rate per 100,000 population",112.26,"Rate"
"19665",2012,"Ontario","Total other Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",2.03,"Percent"
"19666",2012,"Ontario","Total fail to stop or remain","Actual incidents",10323,"Number"
"19667",2012,"Ontario","Total fail to stop or remain","Rate per 100,000 population",77.09,"Rate"
"19668",2012,"Ontario","Total fail to stop or remain","Percentage contribution to the Crime Severity Index (CSI)",1.18,"Percent"
"19669",2012,"Ontario","Total Federal Statute violations","Actual incidents",42871,"Number"
"19670",2012,"Ontario","Total Federal Statute violations","Rate per 100,000 population",320.16,"Rate"
"19671",2012,"Ontario","Total Federal Statute violations","Percentage contribution to the Crime Severity Index (CSI)",4.79,"Percent"
"19672",2012,"Ontario","Total drug violations","Actual incidents",33102,"Number"
"19673",2012,"Ontario","Total drug violations","Rate per 100,000 population",247.2,"Rate"
"19674",2012,"Ontario","Total drug violations","Percentage contribution to the Crime Severity Index (CSI)",3.71,"Percent"
"19675",2012,"Ontario","Total, possession, other Controlled Drugs and Substances Act drugs","Actual incidents",3299,"Number"
"19676",2012,"Ontario","Total, possession, other Controlled Drugs and Substances Act drugs","Rate per 100,000 population",24.64,"Rate"
"19677",2012,"Ontario","Total, possession, other Controlled Drugs and Substances Act drugs","Percentage contribution to the Crime Severity Index (CSI)",0.13,"Percent"
"19678",2012,"Ontario","Total cannabis, trafficking, production or distribution (pre-legalization)","Actual incidents",3908,"Number"
"19679",2012,"Ontario","Total cannabis, trafficking, production or distribution (pre-legalization)","Rate per 100,000 population",29.18,"Rate"
"19680",2012,"Ontario","Total cannabis, trafficking, production or distribution (pre-legalization)","Percentage contribution to the Crime Severity Index (CSI)",0.52,"Percent"
"19681",2012,"Ontario","Total cocaine, trafficking, production or distribution","Actual incidents",2726,"Number"
"19682",2012,"Ontario","Total cocaine, trafficking, production or distribution","Rate per 100,000 population",20.36,"Rate"
"19683",2012,"Ontario","Total cocaine, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",1.75,"Percent"
"19684",2012,"Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Actual incidents",2445,"Number"
"19685",2012,"Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Rate per 100,000 population",18.26,"Rate"
"19686",2012,"Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",0.98,"Percent"
"19687",2012,"Ontario","Total Cannabis Act","Actual incidents",NA,"Number"
"19688",2012,"Ontario","Total Cannabis Act","Rate per 100,000 population",NA,"Rate"
"19689",2012,"Ontario","Total Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"19690",2012,"Ontario","Total possession - Cannabis Act","Actual incidents",NA,"Number"
"19691",2012,"Ontario","Total possession - Cannabis Act","Rate per 100,000 population",NA,"Rate"
"19692",2012,"Ontario","Total possession - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"19693",2012,"Ontario","Total distribution - Cannabis Act","Actual incidents",NA,"Number"
"19694",2012,"Ontario","Total distribution - Cannabis Act","Rate per 100,000 population",NA,"Rate"
"19695",2012,"Ontario","Total distribution - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"19696",2012,"Ontario","Total sale - Cannabis Act","Actual incidents",NA,"Number"
"19697",2012,"Ontario","Total sale - Cannabis Act","Rate per 100,000 population",NA,"Rate"
"19698",2012,"Ontario","Total sale - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"19699",2012,"Ontario","Total importation and exportation - Cannabis Act","Actual incidents",NA,"Number"
"19700",2012,"Ontario","Total importation and exportation - Cannabis Act","Rate per 100,000 population",NA,"Rate"
"19701",2012,"Ontario","Total importation and exportation - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"19702",2012,"Ontario","Total production - Cannabis Act","Actual incidents",NA,"Number"
"19703",2012,"Ontario","Total production - Cannabis Act","Rate per 100,000 population",NA,"Rate"
