"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"7465",2007,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",89.6666666666667
"7466",2007,"Saskatchewan","Other government transfers","Aggregate income","2021 constant dollars","millions",54.1646825396825
"7467",2007,"Saskatchewan","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1071.42857142857
"7468",2007,"Saskatchewan","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",533.333333333333
"7469",2007,"Saskatchewan","Other government transfers","Number of persons","Number","thousands",158.333333333333
"7470",2007,"Saskatchewan","Other government transfers","Number with income","Number","thousands",54.875
"7471",2007,"Saskatchewan","Other income","Aggregate income","2021 constant dollars","millions",161.152777777778
"7472",2007,"Saskatchewan","Other income","Average income (excluding zeros)","2021 constant dollars","units",4404.16666666667
"7473",2007,"Saskatchewan","Other income","Median income (excluding zeros)","2021 constant dollars","units",1127.22222222222
"7474",2007,"Saskatchewan","Other income","Number of persons","Number","thousands",158.333333333333
"7475",2007,"Saskatchewan","Other income","Number with income","Number","thousands",33.5416666666667
"7476",2007,"Saskatchewan","Retirement income","Aggregate income","2021 constant dollars","millions",978
"7477",2007,"Saskatchewan","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",25122.2222222222
"7478",2007,"Saskatchewan","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",19622.2222222222
"7479",2007,"Saskatchewan","Retirement income","Number of persons","Number","thousands",158.333333333333
"7480",2007,"Saskatchewan","Retirement income","Number with income","Number","thousands",48.7777777777778
"7481",2007,"Saskatchewan","Self-employment income","Aggregate income","2021 constant dollars","millions",581.622222222222
"7482",2007,"Saskatchewan","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",15492.8571428571
"7483",2007,"Saskatchewan","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",8511.11111111111
"7484",2007,"Saskatchewan","Self-employment income","Number of persons","Number","thousands",158.333333333333
"7485",2007,"Saskatchewan","Self-employment income","Number with income","Number","thousands",28.6369047619048
"7486",2007,"Saskatchewan","Social assistance","Aggregate income","2021 constant dollars","millions",99.5
"7487",2007,"Saskatchewan","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",7858.33333333333
"7488",2007,"Saskatchewan","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",7913.88888888889
"7489",2007,"Saskatchewan","Social assistance","Number of persons","Number","thousands",158.333333333333
"7490",2007,"Saskatchewan","Social assistance","Number with income","Number","thousands",13.0555555555556
"7491",2007,"Saskatchewan","Total income","Aggregate income","2021 constant dollars","millions",7479.58333333333
"7492",2007,"Saskatchewan","Total income","Average income (excluding zeros)","2021 constant dollars","units",47750
"7493",2007,"Saskatchewan","Total income","Median income (excluding zeros)","2021 constant dollars","units",37350
"7494",2007,"Saskatchewan","Total income","Number of persons","Number","thousands",158.333333333333
"7495",2007,"Saskatchewan","Total income","Number with income","Number","thousands",154.458333333333
"7496",2007,"Saskatchewan","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",5493.04166666667
"7497",2007,"Saskatchewan","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",46658.3333333333
"7498",2007,"Saskatchewan","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",39961.9047619048
"7499",2007,"Saskatchewan","Wages, salaries and commissions","Number of persons","Number","thousands",158.333333333333
"7500",2007,"Saskatchewan","Wages, salaries and commissions","Number with income","Number","thousands",110
"7501",2008,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",1084.28333333333
"7502",2008,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7899.44444444444
"7503",2008,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8075
"7504",2008,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",611.416666666667
"7505",2008,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",136.5
"7506",2008,"Alberta","Child benefits","Aggregate income","2021 constant dollars","millions",471.388888888889
"7507",2008,"Alberta","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3238.88888888889
"7508",2008,"Alberta","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2100
"7509",2008,"Alberta","Child benefits","Number of persons","Number","thousands",611.416666666667
"7510",2008,"Alberta","Child benefits","Number with income","Number","thousands",126.611111111111
"7511",2008,"Alberta","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",485.222222222222
"7512",2008,"Alberta","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6998.80952380952
"7513",2008,"Alberta","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",4777.77777777778
"7514",2008,"Alberta","Employment Insurance (EI) benefits","Number of persons","Number","thousands",611.416666666667
"7515",2008,"Alberta","Employment Insurance (EI) benefits","Number with income","Number","thousands",62.3452380952381
"7516",2008,"Alberta","Employment income","Aggregate income","2021 constant dollars","millions",30831.2916666667
"7517",2008,"Alberta","Employment income","Average income (excluding zeros)","2021 constant dollars","units",54179.1666666667
"7518",2008,"Alberta","Employment income","Median income (excluding zeros)","2021 constant dollars","units",44420.8333333333
"7519",2008,"Alberta","Employment income","Number of persons","Number","thousands",611.416666666667
"7520",2008,"Alberta","Employment income","Number with income","Number","thousands",510.208333333333
"7521",2008,"Alberta","Government transfers","Aggregate income","2021 constant dollars","millions",2179.25
"7522",2008,"Alberta","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",6750
"7523",2008,"Alberta","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",4652.77777777778
"7524",2008,"Alberta","Government transfers","Number of persons","Number","thousands",611.416666666667
"7525",2008,"Alberta","Government transfers","Number with income","Number","thousands",303.125
"7526",2008,"Alberta","Investment income","Aggregate income","2021 constant dollars","millions",1676.86666666667
"7527",2008,"Alberta","Investment income","Average income (excluding zeros)","2021 constant dollars","units",6264.7619047619
"7528",2008,"Alberta","Investment income","Median income (excluding zeros)","2021 constant dollars","units",855.753968253968
"7529",2008,"Alberta","Investment income","Number of persons","Number","thousands",611.416666666667
"7530",2008,"Alberta","Investment income","Number with income","Number","thousands",229.958333333333
"7531",2008,"Alberta","Market income","Aggregate income","2021 constant dollars","millions",33804.5833333333
"7532",2008,"Alberta","Market income","Average income (excluding zeros)","2021 constant dollars","units",56083.3333333333
"7533",2008,"Alberta","Market income","Median income (excluding zeros)","2021 constant dollars","units",45541.6666666667
"7534",2008,"Alberta","Market income","Number of persons","Number","thousands",611.416666666667
"7535",2008,"Alberta","Market income","Number with income","Number","thousands",565.375
"7536",2008,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",2000.83333333333
"7537",2008,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8650
"7538",2008,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7500
"7539",2008,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",611.416666666667
"7540",2008,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",230.666666666667
"7541",2008,"Alberta","Other government transfers","Aggregate income","2021 constant dollars","millions",292.514285714286
"7542",2008,"Alberta","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1620.2380952381
"7543",2008,"Alberta","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",754.166666666667
"7544",2008,"Alberta","Other government transfers","Number of persons","Number","thousands",611.416666666667
"7545",2008,"Alberta","Other government transfers","Number with income","Number","thousands",171.875
"7546",2008,"Alberta","Other income","Aggregate income","2021 constant dollars","millions",644.845238095238
"7547",2008,"Alberta","Other income","Average income (excluding zeros)","2021 constant dollars","units",4716.66666666667
"7548",2008,"Alberta","Other income","Median income (excluding zeros)","2021 constant dollars","units",1411.11111111111
"7549",2008,"Alberta","Other income","Number of persons","Number","thousands",611.416666666667
"7550",2008,"Alberta","Other income","Number with income","Number","thousands",111.875
"7551",2008,"Alberta","Retirement income","Aggregate income","2021 constant dollars","millions",2523.44444444444
"7552",2008,"Alberta","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",23333.3333333333
